Algorithm,Function_ID,Function_Name,Dimension,Run_Number,Max_Evaluations,Best_Fitness,Error,Success,Run_Time
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,7,200000,407.2261620427418,7.226162042741805,False,11.882259845733644
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,8,200000,407.4271184453996,7.427118445399628,False,11.920969486236572
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,9,200000,407.1449889737681,7.144988973768079,False,11.436668872833252
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,10,200000,407.3694188003711,7.369418800371079,False,12.618465423583984
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,11,200000,407.3924619836494,7.392461983649412,False,15.859561920166016
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,12,200000,408.9161019277817,8.91610192778171,False,15.975634336471558
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,13,200000,407.5563979731184,7.556397973118351,False,15.81441068649292
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,14,200000,408.91610192778137,8.91610192778137,False,15.780386447906494
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,15,200000,407.0877893435112,7.08778934351119,False,15.43376088142395
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,16,200000,407.4900105935918,7.490010593591819,False,15.284183025360107
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,17,200000,408.91610192778137,8.91610192778137,False,15.707857131958008
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,18,200000,407.2839585914739,7.28395859147389,False,15.660438299179075
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,19,200000,407.32315095297633,7.323150952976334,False,16.263574600219727
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,20,200000,408.9161019277814,8.916101927781426,False,15.216787576675417
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,21,200000,407.1068089681863,7.106808968186272,False,15.751792907714844
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,22,200000,407.4107173072583,7.410717307258267,False,15.862198114395142
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,23,200000,407.3018153216144,7.301815321614356,False,15.654067516326904
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,24,200000,407.3549549749861,7.354954974986072,False,16.146189212799072
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,25,200000,408.4103049590524,8.410304959052382,False,16.020659923553467
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,26,200000,407.3651918351465,7.365191835146504,False,15.901840686798096
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,27,200000,407.41614179384726,7.41614179384726,False,15.710399866104126
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,28,200000,407.46316285137374,7.463162851373738,False,15.56397294998169
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,29,200000,407.33640186624496,7.336401866244955,False,15.834445238113403
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,30,200000,407.1493111969086,7.149311196908627,False,16.201581716537476
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,1,200000,600.0,0.0,True,20.352563858032227
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,2,200000,600.0,0.0,True,20.626205921173096
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,3,200000,600.0,0.0,True,20.65949511528015
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,4,200000,600.0,0.0,True,19.653402090072632
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,5,200000,600.0,0.0,True,20.00493788719177
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,6,200000,600.0,0.0,True,20.018392324447632
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,7,200000,600.0,0.0,True,19.93206000328064
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,8,200000,600.0,0.0,True,19.79704189300537
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,9,200000,600.0,0.0,True,19.32587933540344
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,10,200000,600.0,0.0,True,19.658568859100345
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,11,200000,600.0,0.0,True,20.285550594329838
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,12,200000,600.0,0.0,True,20.01866698265076
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,13,200000,600.0,0.0,True,19.771709442138672
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,14,200000,600.0,0.0,True,20.129576921463013
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,15,200000,600.0,0.0,True,20.17009806632996
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,16,200000,600.0,0.0,True,20.7381534576416
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,17,200000,600.0,0.0,True,20.77433586120605
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,18,200000,600.0,0.0,True,20.83205270767212
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,19,200000,600.0,0.0,True,21.034197568893436
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,20,200000,600.0,0.0,True,19.8119432926178
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,21,200000,600.0,0.0,True,19.53365921974182
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,22,200000,600.0,0.0,True,20.13733386993408
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,23,200000,600.0,0.0,True,20.332980632781982
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,24,200000,600.0,0.0,True,20.231659412384037
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,25,200000,600.0,0.0,True,20.24907088279724
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,26,200000,600.0,0.0,True,19.970566987991333
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,27,200000,600.0,0.0,True,19.58288311958313
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,28,200000,600.0,0.0,True,19.365640878677368
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,29,200000,600.0,0.0,True,20.25454998016357
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,30,200000,600.0,0.0,True,19.49992084503174
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,1,200000,806.6936289325826,6.693628932582556,False,25.304014682769772
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,2,200000,820.0,20.0,False,25.803237915039062
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,3,200000,820.1128049434594,20.112804943459423,False,25.916593551635746
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,4,200000,818.110999379279,18.11099937927895,False,25.90688824653625
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,5,200000,812.1130554948378,12.113055494837797,False,25.87455463409424
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,6,200000,816.2387265542034,16.238726554203367,False,25.046020984649655
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,7,200000,808.3984699022321,8.398469902232137,False,25.562201023101807
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,8,200000,822.0014925688372,22.001492568837197,False,27.089128732681274
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,9,200000,820.0,20.0,False,26.591503858566284
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,10,200000,818.0000023874603,18.000002387460313,False,26.30049729347229
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,11,200000,818.0009275420733,18.000927542073327,False,26.30460262298584
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,12,200000,812.1460437640314,12.146043764031448,False,25.65153455734253
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,13,200000,810.6455005722042,10.645500572204242,False,25.423778295516968
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,14,200000,814.001949963477,14.001949963477044,False,25.62406015396118
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,15,200000,813.9940292973762,13.994029297376189,False,25.679819107055664
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,16,200000,822.0751582680729,22.07515826807287,False,25.393368244171143
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,17,200000,811.0942557149508,11.094255714950805,False,24.910367727279663
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,18,200000,814.213449155467,14.213449155466948,False,25.05742454528809
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,19,200000,806.7948932882266,6.794893288226604,False,24.2695107460022
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,20,200000,812.356937301913,12.356937301913035,False,24.57431650161743
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,21,200000,820.0370470193551,20.0370470193551,False,25.247146606445312
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,22,200000,812.6399556704965,12.639955670496532,False,25.632564783096317
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,23,200000,817.1429255294751,17.142925529475065,False,26.38299059867859
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,24,200000,812.0651158243758,12.065115824375766,False,25.75410413742065
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,25,200000,814.8916726899018,14.89167268990184,False,26.2101731300354
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,26,200000,820.5733896802939,20.57338968029387,False,25.740657091140747
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,27,200000,816.0696087390203,16.069608739020282,False,25.635672569274902
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,28,200000,814.0208748478633,14.020874847863295,False,25.171793460845947
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,29,200000,818.0103461088188,18.010346108818794,False,25.416029453277588
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,30,200000,816.2031582401574,16.20315824015745,False,25.20659065246582
adeo,5,F5: Shifted and Rotated Levy Function,10,1,200000,900.0000000481577,4.815774445887656e-08,False,17.562489986419678
adeo,5,F5: Shifted and Rotated Levy Function,10,2,200000,900.0000000002311,2.311253410880454e-10,True,17.708582401275635
adeo,5,F5: Shifted and Rotated Levy Function,10,3,200000,900.0000004137243,4.13724251302483e-07,False,18.018030166625977
adeo,5,F5: Shifted and Rotated Levy Function,10,4,200000,900.0000000001767,1.7666934581939128e-10,True,17.42175841331482
adeo,5,F5: Shifted and Rotated Levy Function,10,5,200000,900.0000000011073,1.10730979940854e-09,True,17.11721682548523
adeo,5,F5: Shifted and Rotated Levy Function,10,6,200000,900.0000001938762,1.9387618976907106e-07,False,17.569056749343872
adeo,5,F5: Shifted and Rotated Levy Function,10,7,200000,900.0000000124999,1.2499867807491682e-08,False,18.59426760673523
adeo,5,F5: Shifted and Rotated Levy Function,10,8,200000,900.0000000384564,3.8456391848740175e-08,False,18.29519915580749
adeo,5,F5: Shifted and Rotated Levy Function,10,9,200000,900.0000003595673,3.595672524170368e-07,False,17.952220678329468
adeo,5,F5: Shifted and Rotated Levy Function,10,10,200000,900.0000000155118,1.5511773199250456e-08,False,18.07079291343689
adeo,5,F5: Shifted and Rotated Levy Function,10,11,200000,900.0000000045281,4.5281467464519665e-09,True,18.21322774887085
adeo,5,F5: Shifted and Rotated Levy Function,10,12,200000,900.0000382468853,3.82468853104001e-05,False,18.231581926345825
adeo,5,F5: Shifted and Rotated Levy Function,10,13,200000,900.0000001408475,1.408475327480119e-07,False,17.98054838180542
adeo,5,F5: Shifted and Rotated Levy Function,10,14,200000,900.000000797597,7.975969538165373e-07,False,18.49116897583008
adeo,5,F5: Shifted and Rotated Levy Function,10,15,200000,900.0000000000862,8.617462299298495e-11,True,18.51846027374268
adeo,5,F5: Shifted and Rotated Levy Function,10,16,200000,900.0000010525322,1.0525321840759716e-06,False,18.09084630012512
adeo,5,F5: Shifted and Rotated Levy Function,10,17,200000,900.0000000001686,1.6859758034115655e-10,True,17.8396155834198
adeo,5,F5: Shifted and Rotated Levy Function,10,18,200000,900.0000000665102,6.651021067227704e-08,False,17.91537594795227
adeo,5,F5: Shifted and Rotated Levy Function,10,19,200000,900.0000000000125,1.2505552149377763e-11,True,16.93441915512085
adeo,5,F5: Shifted and Rotated Levy Function,10,20,200000,900.000000070411,7.041103344818113e-08,False,17.88331651687622
adeo,5,F5: Shifted and Rotated Levy Function,10,21,200000,900.000000002228,2.228034645668231e-09,True,17.60371446609497
adeo,5,F5: Shifted and Rotated Levy Function,10,22,200000,900.0000095481287,9.548128673486644e-06,False,16.690919160842896
adeo,5,F5: Shifted and Rotated Levy Function,10,23,200000,900.000001165188,1.1651879958662905e-06,False,16.994766235351562
adeo,5,F5: Shifted and Rotated Levy Function,10,24,200000,900.0000000200034,2.0003426470793784e-08,False,17.035922050476074
adeo,5,F5: Shifted and Rotated Levy Function,10,25,200000,900.0000007479254,7.479253554265597e-07,False,17.121613025665283
adeo,5,F5: Shifted and Rotated Levy Function,10,26,200000,900.0000078038668,7.803866765243583e-06,False,16.901933193206787
adeo,5,F5: Shifted and Rotated Levy Function,10,27,200000,900.0000000089724,8.97239260666538e-09,True,17.066057682037354
adeo,5,F5: Shifted and Rotated Levy Function,10,28,200000,900.0000000137511,1.3751105143455788e-08,False,16.716110467910767
adeo,5,F5: Shifted and Rotated Levy Function,10,29,200000,900.0000001260323,1.2603231880348176e-07,False,17.08235239982605
adeo,5,F5: Shifted and Rotated Levy Function,10,30,200000,900.0000000000433,4.331468517193571e-11,True,17.035320281982422
adeo,6,F6: Hybrid Function 1,10,1,200000,11089.304856180135,9289.304856180135,False,17.948388814926147
adeo,6,F6: Hybrid Function 1,10,2,200000,5107.291804740173,3307.2918047401727,False,17.73867440223694
adeo,6,F6: Hybrid Function 1,10,3,200000,2237.8798120353404,437.8798120353404,False,18.52621006965637
adeo,6,F6: Hybrid Function 1,10,4,200000,4631.941872424662,2831.9418724246616,False,18.404072761535645
adeo,6,F6: Hybrid Function 1,10,5,200000,3718.372796617511,1918.3727966175104,False,18.56493544578552
adeo,6,F6: Hybrid Function 1,10,6,200000,8931.408750779363,7131.408750779363,False,19.048081159591675
adeo,6,F6: Hybrid Function 1,10,7,200000,3104.475597965249,1304.475597965249,False,18.109437227249146
adeo,6,F6: Hybrid Function 1,10,8,200000,3262.6494354376628,1462.6494354376628,False,17.51669979095459
adeo,6,F6: Hybrid Function 1,10,9,200000,6589.585247192951,4789.585247192951,False,18.26471757888794
adeo,6,F6: Hybrid Function 1,10,10,200000,6277.458056029878,4477.458056029878,False,17.763946056365967
adeo,6,F6: Hybrid Function 1,10,11,200000,6478.63813867272,4678.63813867272,False,18.05628728866577
adeo,6,F6: Hybrid Function 1,10,12,200000,2965.918216375473,1165.918216375473,False,17.92786931991577
adeo,6,F6: Hybrid Function 1,10,13,200000,4028.695968907511,2228.69596890751,False,18.529470682144165
adeo,6,F6: Hybrid Function 1,10,14,200000,5504.174627745026,3704.1746277450256,False,18.756784915924072
adeo,6,F6: Hybrid Function 1,10,15,200000,8004.264038492116,6204.264038492116,False,18.457873821258545
adeo,6,F6: Hybrid Function 1,10,16,200000,5032.696212935103,3232.696212935103,False,18.386680364608765
adeo,6,F6: Hybrid Function 1,10,17,200000,5457.166478755325,3657.166478755325,False,17.95086097717285
adeo,6,F6: Hybrid Function 1,10,18,200000,6109.62792899199,4309.62792899199,False,17.969807624816895
adeo,6,F6: Hybrid Function 1,10,19,200000,2738.5228835271105,938.5228835271104,False,18.0532648563385
adeo,6,F6: Hybrid Function 1,10,20,200000,3473.1597302830432,1673.1597302830432,False,17.778276205062866
adeo,6,F6: Hybrid Function 1,10,21,200000,6117.712226548787,4317.712226548787,False,18.74831986427307
adeo,6,F6: Hybrid Function 1,10,22,200000,8024.132659551205,6224.1326595512055,False,18.56527829170227
adeo,6,F6: Hybrid Function 1,10,23,200000,2752.492706519924,952.4927065199236,False,18.147789478302
adeo,6,F6: Hybrid Function 1,10,24,200000,10899.21852456879,9099.21852456879,False,18.48155188560486
adeo,6,F6: Hybrid Function 1,10,25,200000,4207.012275929511,2407.012275929511,False,18.643303394317627
adeo,6,F6: Hybrid Function 1,10,26,200000,6291.853461641664,4491.853461641664,False,18.249521255493164
adeo,6,F6: Hybrid Function 1,10,27,200000,11859.46618425359,10059.46618425359,False,18.15514612197876
adeo,6,F6: Hybrid Function 1,10,28,200000,4674.577285248568,2874.577285248568,False,18.079293489456177
adeo,6,F6: Hybrid Function 1,10,29,200000,5300.589584137593,3500.589584137593,False,18.38984990119934
adeo,6,F6: Hybrid Function 1,10,30,200000,5265.782944416859,3465.782944416859,False,17.85802912712097
adeo,7,F7: Hybrid Function 2,10,1,200000,2000.2074739674777,0.2074739674776538,False,98.57114267349245
adeo,7,F7: Hybrid Function 2,10,2,200000,2000.499540372852,0.4995403728516976,False,98.8279709815979
adeo,7,F7: Hybrid Function 2,10,3,200000,2009.3836122746652,9.383612274665438,False,96.69310426712036
adeo,7,F7: Hybrid Function 2,10,4,200000,2009.76392459536,9.76392459535964,False,98.07821655273438
adeo,7,F7: Hybrid Function 2,10,5,200000,2000.7752474637723,0.7752474637723026,False,98.36501955986024
adeo,7,F7: Hybrid Function 2,10,6,200000,2005.458858063956,5.458858063956086,False,98.66525602340698
adeo,7,F7: Hybrid Function 2,10,7,200000,2000.1337937287512,0.1337937287512431,False,98.24959993362428
adeo,7,F7: Hybrid Function 2,10,8,200000,2000.202675072984,0.2026750729842206,False,96.50973558425903
adeo,7,F7: Hybrid Function 2,10,9,200000,2001.205759253154,1.2057592531539283,False,98.9587948322296
adeo,7,F7: Hybrid Function 2,10,10,200000,2001.2522493721272,1.252249372127153,False,97.93549942970276
adeo,7,F7: Hybrid Function 2,10,11,200000,2019.4249147334065,19.424914733406467,False,98.55959367752077
adeo,7,F7: Hybrid Function 2,10,12,200000,2000.982618346043,0.9826183460429548,False,99.5658917427063
adeo,7,F7: Hybrid Function 2,10,13,200000,2000.4463074323687,0.4463074323691671,False,98.0661461353302
adeo,7,F7: Hybrid Function 2,10,14,200000,2000.9907675014688,0.9907675014685536,False,97.2709345817566
adeo,7,F7: Hybrid Function 2,10,15,200000,2000.324725475251,0.3247254752509434,False,97.86527752876282
adeo,7,F7: Hybrid Function 2,10,16,200000,2000.1707178773347,0.1707178773347095,False,98.72642683982848
adeo,7,F7: Hybrid Function 2,10,17,200000,2004.6593363605027,4.659336360502721,False,99.58469033241272
adeo,7,F7: Hybrid Function 2,10,18,200000,2000.1883598685024,0.1883598685024026,False,96.9372980594635
adeo,7,F7: Hybrid Function 2,10,19,200000,2001.0522757783715,1.0522757783712675,False,97.57375955581664
adeo,7,F7: Hybrid Function 2,10,20,200000,2000.9309841615784,0.930984161578408,False,98.62642765045166
adeo,7,F7: Hybrid Function 2,10,21,200000,2000.690767578276,0.6907675782758815,False,97.87983560562134
adeo,7,F7: Hybrid Function 2,10,22,200000,2003.8682198891624,3.868219889162447,False,97.51567792892456
adeo,7,F7: Hybrid Function 2,10,23,200000,2004.2365824870976,4.236582487097621,False,98.02751111984252
adeo,7,F7: Hybrid Function 2,10,24,200000,2000.1790934304283,0.1790934304283382,False,99.25504517555235
adeo,7,F7: Hybrid Function 2,10,25,200000,2000.6917889508652,0.6917889508654298,False,99.77939176559448
adeo,7,F7: Hybrid Function 2,10,26,200000,2000.233670431752,0.2336704317517615,False,97.71178221702576
adeo,7,F7: Hybrid Function 2,10,27,200000,2000.0757184073896,0.0757184073895587,False,98.3030092716217
adeo,7,F7: Hybrid Function 2,10,28,200000,2000.8399067754176,0.8399067754176031,False,97.12959861755373
adeo,7,F7: Hybrid Function 2,10,29,200000,2008.7309173153403,8.73091731534032,False,96.35669279098512
adeo,7,F7: Hybrid Function 2,10,30,200000,2001.9406062572305,1.940606257230229,False,97.66273736953735
adeo,8,F8: Hybrid Function 3,10,1,200000,2221.350702171834,21.3507021718342,False,131.17307043075562
adeo,8,F8: Hybrid Function 3,10,2,200000,2202.105703858918,2.1057038589178774,False,130.51304721832275
adeo,8,F8: Hybrid Function 3,10,3,200000,2211.642482199383,11.642482199382812,False,132.72663164138794
adeo,8,F8: Hybrid Function 3,10,4,200000,2202.446085606637,2.446085606637098,False,134.16656470298767
adeo,8,F8: Hybrid Function 3,10,5,200000,2201.923636396595,1.9236363965951568,False,130.30156254768372
adeo,8,F8: Hybrid Function 3,10,6,200000,2202.783389394302,2.7833893943020485,False,134.1919195652008
adeo,8,F8: Hybrid Function 3,10,7,200000,2202.794442753744,2.794442753744079,False,133.49960017204285
adeo,8,F8: Hybrid Function 3,10,8,200000,2204.428664628916,4.428664628916067,False,138.0901038646698
adeo,8,F8: Hybrid Function 3,10,9,200000,2204.097338289325,4.097338289324853,False,132.8628056049347
adeo,8,F8: Hybrid Function 3,10,10,200000,2203.2714957858734,3.2714957858734124,False,130.34381794929504
adeo,8,F8: Hybrid Function 3,10,11,200000,2201.5681326274503,1.568132627450268,False,129.88473057746887
adeo,8,F8: Hybrid Function 3,10,12,200000,2201.410640835963,1.4106408359630225,False,132.33187890052795
adeo,8,F8: Hybrid Function 3,10,13,200000,2203.106794310411,3.1067943104108053,False,130.52892756462097
adeo,8,F8: Hybrid Function 3,10,14,200000,2202.45420978011,2.454209780109977,False,128.71199774742126
adeo,8,F8: Hybrid Function 3,10,15,200000,2214.363437272236,14.363437272235842,False,129.25060534477234
adeo,8,F8: Hybrid Function 3,10,16,200000,2202.7294783052453,2.729478305245266,False,130.2021405696869
adeo,8,F8: Hybrid Function 3,10,17,200000,2202.272355150012,2.2723551500116628,False,130.20361971855164
adeo,8,F8: Hybrid Function 3,10,18,200000,2208.4857726115,8.485772611500124,False,130.21629524230957
adeo,8,F8: Hybrid Function 3,10,19,200000,2219.756901345105,19.756901345105238,False,128.21573138237
adeo,8,F8: Hybrid Function 3,10,20,200000,2204.4620944863973,4.462094486397291,False,130.29483199119568
adeo,8,F8: Hybrid Function 3,10,21,200000,2201.969317920794,1.969317920793856,False,126.74987173080444
adeo,8,F8: Hybrid Function 3,10,22,200000,2201.912847937687,1.91284793768682,False,130.46857285499573
adeo,8,F8: Hybrid Function 3,10,23,200000,2203.869285317225,3.869285317225149,False,132.81033611297607
adeo,8,F8: Hybrid Function 3,10,24,200000,2212.4241502292043,12.424150229204317,False,130.04699110984802
adeo,8,F8: Hybrid Function 3,10,25,200000,2204.01833673188,4.018336731879572,False,128.92285633087158
adeo,8,F8: Hybrid Function 3,10,26,200000,2202.912577236748,2.912577236747893,False,131.66378927230835
adeo,8,F8: Hybrid Function 3,10,27,200000,2203.35549237401,3.3554923740098275,False,128.76053643226624
adeo,8,F8: Hybrid Function 3,10,28,200000,2204.320037332582,4.32003733258216,False,132.79122948646545
