Algorithm,Function_ID,Function_Name,Dimension,Run_Number,Max_Evaluations,Best_Fitness,Error,Success,Run_Time
adeo,1,F1: Shifted and full Rotated Zakharov Function,10,30,200000,300.0000002735482,2.735482098614739e-07,False,14.06241512298584
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,1,200000,407.4835368749639,7.483536874963875,False,16.897552251815796
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,2,200000,406.7230490814407,6.723049081440649,False,15.738093137741089
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,3,200000,408.9161019283674,8.916101928367425,False,15.96084713935852
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,4,200000,407.1186635998182,7.1186635998182055,False,15.958625793457031
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,5,200000,407.33031512100473,7.33031512100473,False,16.34352207183838
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,6,200000,407.4827604585869,7.482760458586938,False,16.658052444458008
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,7,200000,407.1556418848671,7.155641884867066,False,16.112935781478882
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,8,200000,407.14856052963927,7.148560529639269,False,16.138473749160767
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,9,200000,407.5529582852417,7.5529582852416866,False,15.889606714248655
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,10,200000,407.2887816006488,7.288781600648804,False,16.126819133758545
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,11,200000,407.2666216284045,7.266621628404437,False,16.306960821151733
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,12,200000,407.5974010708051,7.59740107080512,False,16.220665216445923
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,13,200000,408.9161019277954,8.91610192779541,False,16.30379867553711
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,14,200000,407.4035016971186,7.4035016971186,False,16.267424821853638
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,15,200000,408.9161019277814,8.916101927781426,False,15.917205333709717
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,16,200000,407.43381242943616,7.433812429436159,False,15.630272626876833
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,17,200000,407.1334692382064,7.133469238206374,False,16.066131114959717
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,18,200000,407.54548453719,7.545484537190019,False,15.93226194381714
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,19,200000,408.9161019277872,8.916101927787224,False,16.06671714782715
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,20,200000,408.7066078898048,8.706607889804786,False,16.367937088012695
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,21,200000,408.8014976380831,8.801497638083049,False,16.02514886856079
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,22,200000,407.2150685277195,7.215068527719495,False,16.092013359069824
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,23,200000,406.9566780848287,6.956678084828695,False,16.817261695861816
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,24,200000,407.29974052280494,7.299740522804939,False,16.453447103500366
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,25,200000,408.9161019277981,8.916101927798081,False,16.98439908027649
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,26,200000,408.9161019278677,8.916101927867714,False,16.427186489105225
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,27,200000,408.91610192778137,8.91610192778137,False,16.743879318237305
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,28,200000,408.9161019277813,8.916101927781312,False,16.351210594177246
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,29,200000,407.0268626885429,7.026862688542849,False,16.807027101516724
adeo,2,F2: Shifted and Rotated Rosenbrock’s Function,10,30,200000,406.6337569682456,6.6337569682456206,False,16.792882204055786
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,1,200000,600.0,0.0,True,20.459660291671756
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,2,200000,600.0,0.0,True,21.520594596862797
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,3,200000,600.0,0.0,True,20.064509630203247
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,4,200000,600.0,0.0,True,20.76496815681457
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,5,200000,600.0,0.0,True,20.50587224960327
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,6,200000,600.0,0.0,True,21.373879194259644
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,7,200000,600.0,0.0,True,21.45754814147949
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,8,200000,600.0,0.0,True,20.68317484855652
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,9,200000,600.0,0.0,True,21.21805214881897
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,10,200000,600.0,0.0,True,21.209009170532227
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,11,200000,600.0,0.0,True,21.326109409332275
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,12,200000,600.0,0.0,True,21.507906198501587
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,13,200000,600.0,0.0,True,21.038819074630737
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,14,200000,600.0,0.0,True,21.00841784477234
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,15,200000,600.0,0.0,True,20.669575214385983
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,16,200000,600.0,0.0,True,20.7278356552124
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,17,200000,600.0,0.0,True,20.319424390792847
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,18,200000,600.0,0.0,True,20.6988468170166
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,19,200000,600.0,0.0,True,21.33646035194397
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,20,200000,600.0,0.0,True,21.273196935653687
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,21,200000,600.0,0.0,True,20.777941465377808
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,22,200000,600.0,0.0,True,20.645363330841064
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,23,200000,600.0,0.0,True,21.475197792053223
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,24,200000,600.0,0.0,True,23.390711307525635
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,25,200000,600.0,0.0,True,21.058069944381717
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,26,200000,600.0,0.0,True,21.348512649536133
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,27,200000,600.0,0.0,True,20.864548206329346
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,28,200000,600.0,0.0,True,20.90987777709961
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,29,200000,600.0,0.0,True,21.64654493331909
adeo,3,F3: Shifted and full Rotated Expanded Schaffer’s F7,10,30,200000,600.0,0.0,True,20.2860119342804
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,1,200000,816.0000003309909,16.00000033099093,False,26.722532272338867
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,2,200000,818.3116861017924,18.31168610179236,False,26.32405185699463
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,3,200000,816.4371230039327,16.437123003932697,False,25.78245520591736
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,4,200000,814.0701321071539,14.07013210715388,False,26.31710124015808
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,5,200000,821.6676309314253,21.667630931425265,False,25.950936317443848
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,6,200000,808.1930587370788,8.193058737078786,False,26.68545818328857
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,7,200000,813.0902267680002,13.090226768000209,False,26.99516987800598
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,8,200000,814.1228878348492,14.122887834849166,False,26.28658676147461
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,9,200000,808.7003731876376,8.700373187637638,False,26.795655488967896
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,10,200000,816.1006175939682,16.100617593968195,False,28.038585901260376
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,11,200000,814.4294290969596,14.429429096959552,False,25.97142171859741
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,12,200000,816.4621165768528,16.46211657685285,False,26.80276393890381
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,13,200000,809.3849208861224,9.38492088612236,False,26.195501565933228
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,14,200000,811.6171561287117,11.617156128711713,False,25.91942429542541
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,15,200000,816.4416090055266,16.44160900552663,False,25.765999794006348
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,16,200000,812.0448956085304,12.044895608530396,False,25.643190622329712
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,17,200000,812.0740136093042,12.074013609304188,False,25.383894205093384
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,18,200000,818.4383606273794,18.43836062737944,False,26.01298832893372
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,19,200000,818.4837753475296,18.48377534752956,False,27.107360124588013
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,20,200000,810.2697388855651,10.269738885565062,False,27.19714331626892
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,21,200000,818.523033328282,18.52303332828205,False,26.918461084365845
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,22,200000,810.0764258971199,10.07642589711986,False,26.67734909057617
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,23,200000,808.5123017072061,8.51230170720612,False,25.764301300048828
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,24,200000,810.3846406377276,10.384640637727555,False,26.32659912109375
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,25,200000,812.1673825315052,12.167382531505154,False,26.859758138656616
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,26,200000,808.2085830251395,8.208583025139546,False,25.92932939529419
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,27,200000,809.6049003164215,9.60490031642155,False,25.44353222846985
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,28,200000,814.3070383999542,14.307038399954196,False,26.656476259231567
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,29,200000,810.2697381960999,10.269738196099864,False,25.810437440872192
adeo,4,F4: Shifted and Rotated Non-Continuous Rastrigin’s Function,10,30,200000,808.2493909878741,8.249390987874108,False,25.422704219818115
adeo,5,F5: Shifted and Rotated Levy Function,10,1,200000,900.0000008977893,8.977892775874352e-07,False,18.08711528778076
adeo,5,F5: Shifted and Rotated Levy Function,10,2,200000,900.0000003283171,3.283171281509567e-07,False,18.404714822769165
adeo,5,F5: Shifted and Rotated Levy Function,10,3,200000,900.000000038733,3.8732991924916866e-08,False,19.09025931358337
adeo,5,F5: Shifted and Rotated Levy Function,10,4,200000,900.0000000400498,4.0049826566246345e-08,False,18.983042240142822
adeo,5,F5: Shifted and Rotated Levy Function,10,5,200000,900.0000000070086,7.008566171862185e-09,True,19.55553221702576
adeo,5,F5: Shifted and Rotated Levy Function,10,6,200000,900.0000019174728,1.917472786772123e-06,False,19.08905029296875
adeo,5,F5: Shifted and Rotated Levy Function,10,7,200000,900.0000010660266,1.066026584339852e-06,False,18.35624051094055
adeo,5,F5: Shifted and Rotated Levy Function,10,8,200000,900.0000002812063,2.812063257806585e-07,False,19.700177669525143
adeo,5,F5: Shifted and Rotated Levy Function,10,9,200000,900.0000000036074,3.6073970477445982e-09,True,19.02918243408203
adeo,5,F5: Shifted and Rotated Levy Function,10,10,200000,900.000000484829,4.848290018344414e-07,False,19.725234270095825
adeo,5,F5: Shifted and Rotated Levy Function,10,11,200000,900.000000003911,3.911054591299035e-09,True,19.47669553756714
adeo,5,F5: Shifted and Rotated Levy Function,10,12,200000,900.0000000017375,1.7374759408994576e-09,True,18.735356092453003
adeo,5,F5: Shifted and Rotated Levy Function,10,13,200000,900.0000062697014,6.269701430028363e-06,False,18.283174753189087
adeo,5,F5: Shifted and Rotated Levy Function,10,14,200000,900.0000000444019,4.440187240106752e-08,False,18.32878160476685
adeo,5,F5: Shifted and Rotated Levy Function,10,15,200000,900.0000000230199,2.3019879336061425e-08,False,18.81195878982544
adeo,5,F5: Shifted and Rotated Levy Function,10,16,200000,900.000000004522,4.522007657214999e-09,True,19.385204076766968
adeo,5,F5: Shifted and Rotated Levy Function,10,17,200000,900.0000004085541,4.085541149834171e-07,False,18.676838636398315
adeo,5,F5: Shifted and Rotated Levy Function,10,18,200000,900.0000028550464,2.8550464321597246e-06,False,19.11077070236206
adeo,5,F5: Shifted and Rotated Levy Function,10,19,200000,900.0000000190671,1.9067101675318557e-08,False,18.673060417175293
adeo,5,F5: Shifted and Rotated Levy Function,10,20,200000,900.0000000180472,1.8047217054117937e-08,False,18.40287685394287
adeo,5,F5: Shifted and Rotated Levy Function,10,21,200000,900.0000001438679,1.4386785096576205e-07,False,18.64223527908325
adeo,5,F5: Shifted and Rotated Levy Function,10,22,200000,900.000000011512,1.151204287452856e-08,False,17.768049716949463
adeo,5,F5: Shifted and Rotated Levy Function,10,23,200000,900.0000000101448,1.0144844964088406e-08,False,18.11555528640747
adeo,5,F5: Shifted and Rotated Levy Function,10,24,200000,900.0000156566581,1.5656658092666476e-05,False,18.41179394721985
adeo,5,F5: Shifted and Rotated Levy Function,10,25,200000,900.0000000439356,4.393564267957117e-08,False,18.11306309700012
adeo,5,F5: Shifted and Rotated Levy Function,10,26,200000,900.0000000196974,1.9697381503647197e-08,False,18.01263689994812
adeo,5,F5: Shifted and Rotated Levy Function,10,27,200000,900.0000000835281,8.352810709766345e-08,False,18.113311767578125
adeo,5,F5: Shifted and Rotated Levy Function,10,28,200000,900.0000007663454,7.663453516215668e-07,False,18.810750246047974
adeo,5,F5: Shifted and Rotated Levy Function,10,29,200000,900.0000004271574,4.2715737436083145e-07,False,18.301419973373413
adeo,5,F5: Shifted and Rotated Levy Function,10,30,200000,900.000000858187,8.581870361012989e-07,False,18.153956413269043
adeo,6,F6: Hybrid Function 1,10,1,200000,5374.025645990454,3574.025645990454,False,19.34988260269165
adeo,6,F6: Hybrid Function 1,10,2,200000,4891.772426093139,3091.772426093139,False,19.339763402938843
adeo,6,F6: Hybrid Function 1,10,3,200000,2368.8374288695886,568.8374288695886,False,20.148607969284058
adeo,6,F6: Hybrid Function 1,10,4,200000,5510.04909807602,3710.04909807602,False,19.603243350982662
adeo,6,F6: Hybrid Function 1,10,5,200000,3410.707642665231,1610.707642665231,False,19.87543559074402
adeo,6,F6: Hybrid Function 1,10,6,200000,14049.187872186856,12249.187872186856,False,20.41062593460083
adeo,6,F6: Hybrid Function 1,10,7,200000,5408.649498645889,3608.649498645889,False,20.252413511276245
adeo,6,F6: Hybrid Function 1,10,8,200000,5835.620869230845,4035.6208692308446,False,20.1032772064209
adeo,6,F6: Hybrid Function 1,10,9,200000,11168.869469548345,9368.869469548345,False,20.02318572998047
adeo,6,F6: Hybrid Function 1,10,10,200000,8472.344935040494,6672.3449350404935,False,19.657925128936768
adeo,6,F6: Hybrid Function 1,10,11,200000,4621.670934462974,2821.6709344629744,False,19.97108459472656
adeo,6,F6: Hybrid Function 1,10,12,200000,7833.002965642437,6033.002965642437,False,20.81507444381714
adeo,6,F6: Hybrid Function 1,10,13,200000,8890.326768815372,7090.326768815372,False,20.2807195186615
adeo,6,F6: Hybrid Function 1,10,14,200000,6187.789571144132,4387.789571144132,False,20.338914394378666
adeo,6,F6: Hybrid Function 1,10,15,200000,5341.847265657048,3541.8472656570484,False,20.131208181381226
adeo,6,F6: Hybrid Function 1,10,16,200000,11361.938959777188,9561.938959777188,False,20.3042573928833
adeo,6,F6: Hybrid Function 1,10,17,200000,4885.544227119306,3085.544227119306,False,20.348254203796387
adeo,6,F6: Hybrid Function 1,10,18,200000,4926.889984963632,3126.889984963632,False,20.727612495422363
adeo,6,F6: Hybrid Function 1,10,19,200000,9011.221307188109,7211.221307188107,False,20.110907793045044
adeo,6,F6: Hybrid Function 1,10,20,200000,4172.12634242659,2372.12634242659,False,19.849536418914795
adeo,6,F6: Hybrid Function 1,10,21,200000,3935.361692998402,2135.361692998402,False,20.054553508758545
adeo,6,F6: Hybrid Function 1,10,22,200000,3430.141504563914,1630.1415045639142,False,20.501798391342163
adeo,6,F6: Hybrid Function 1,10,23,200000,8198.827848062874,6398.827848062874,False,20.070191383361816
adeo,6,F6: Hybrid Function 1,10,24,200000,4077.895849371011,2277.895849371011,False,20.346003532409668
adeo,6,F6: Hybrid Function 1,10,25,200000,3734.067941514344,1934.067941514344,False,20.027700662612915
adeo,6,F6: Hybrid Function 1,10,26,200000,5112.568107779784,3312.5681077797835,False,20.33632445335388
adeo,6,F6: Hybrid Function 1,10,27,200000,5039.257498109404,3239.257498109404,False,20.31285524368286
adeo,6,F6: Hybrid Function 1,10,28,200000,2391.445139764217,591.445139764217,False,19.874759674072266
adeo,6,F6: Hybrid Function 1,10,29,200000,7453.966880703398,5653.966880703398,False,20.176894426345825
adeo,6,F6: Hybrid Function 1,10,30,200000,5009.4450594577065,3209.4450594577065,False,19.98986005783081
adeo,7,F7: Hybrid Function 2,10,1,200000,2003.7084713653437,3.7084713653434846,False,108.13509368896484
adeo,7,F7: Hybrid Function 2,10,2,200000,2001.2601387773832,1.2601387773831902,False,102.93427872657776
adeo,7,F7: Hybrid Function 2,10,3,200000,2003.935774222017,3.9357742220170167,False,103.93963599205016
adeo,7,F7: Hybrid Function 2,10,4,200000,2000.537800975032,0.5378009750320416,False,102.9662265777588
adeo,7,F7: Hybrid Function 2,10,5,200000,2000.3057241684453,0.3057241684455221,False,103.19359087944032
adeo,7,F7: Hybrid Function 2,10,6,200000,2000.484563427182,0.4845634271819108,False,102.63800001144408
adeo,7,F7: Hybrid Function 2,10,7,200000,2001.0087890427155,1.008789042715307,False,101.25797939300536
adeo,7,F7: Hybrid Function 2,10,8,200000,2000.436269747016,0.4362697470157854,False,101.5760350227356
adeo,7,F7: Hybrid Function 2,10,9,200000,2000.1800771003077,0.1800771003074714,False,104.26249027252196
adeo,7,F7: Hybrid Function 2,10,10,200000,2018.767929233988,18.767929233987843,False,102.76251173019408
adeo,7,F7: Hybrid Function 2,10,11,200000,2000.7094225304625,0.7094225304622341,False,102.36916947364809
adeo,7,F7: Hybrid Function 2,10,12,200000,2000.3572020631077,0.3572020631072519,False,102.15989542007446
adeo,7,F7: Hybrid Function 2,10,13,200000,2000.5414816475256,0.541481647525643,False,102.94716596603394
adeo,7,F7: Hybrid Function 2,10,14,200000,2000.3128858365264,0.3128858365264477,False,102.0587739944458
adeo,7,F7: Hybrid Function 2,10,15,200000,2016.0046350686607,16.00463506866072,False,101.94564366340636
adeo,7,F7: Hybrid Function 2,10,16,200000,2000.2686691293247,0.2686691293247349,False,102.40478157997131
adeo,7,F7: Hybrid Function 2,10,17,200000,2000.8185762008177,0.818576200817688,False,103.63127565383913
adeo,7,F7: Hybrid Function 2,10,18,200000,2000.450264026036,0.4502640260359385,False,102.8070285320282
adeo,7,F7: Hybrid Function 2,10,19,200000,2000.2929318628164,0.292931862816431,False,102.66333198547365
adeo,7,F7: Hybrid Function 2,10,20,200000,2003.021264266148,3.021264266147909,False,103.52803540229796
adeo,7,F7: Hybrid Function 2,10,21,200000,2000.8733052344655,0.8733052344657608,False,101.66539192199708
adeo,7,F7: Hybrid Function 2,10,22,200000,2000.3327003204367,0.3327003204367429,False,101.54526805877686
adeo,7,F7: Hybrid Function 2,10,23,200000,2000.7359240937312,0.7359240937312279,False,101.58117270469666
adeo,7,F7: Hybrid Function 2,10,24,200000,2000.6008628415773,0.6008628415775092,False,100.67970967292786
adeo,7,F7: Hybrid Function 2,10,25,200000,2000.442967424677,0.4429674246771355,False,101.77765989303587
adeo,7,F7: Hybrid Function 2,10,26,200000,2000.1582761538991,0.1582761538991235,False,102.8958740234375
adeo,7,F7: Hybrid Function 2,10,27,200000,2000.130397446224,0.1303974462236965,False,102.2751441001892
adeo,7,F7: Hybrid Function 2,10,28,200000,2013.470568265052,13.470568265051725,False,101.59920859336852
adeo,7,F7: Hybrid Function 2,10,29,200000,2003.5467486655616,3.546748665561836,False,102.1012077331543
adeo,7,F7: Hybrid Function 2,10,30,200000,2000.3440759621624,0.3440759621623783,False,102.5550045967102
adeo,8,F8: Hybrid Function 3,10,1,200000,2202.373809871904,2.3738098719040863,False,136.7885115146637
adeo,8,F8: Hybrid Function 3,10,2,200000,2211.2796617947383,11.279661794738333,False,138.27662253379822
adeo,8,F8: Hybrid Function 3,10,3,200000,2202.530263351201,2.530263351201029,False,136.3330066204071
adeo,8,F8: Hybrid Function 3,10,4,200000,2201.3157176755776,1.3157176755776163,False,136.82093572616577
adeo,8,F8: Hybrid Function 3,10,5,200000,2202.08189228196,2.081892281959881,False,135.90520906448364
adeo,8,F8: Hybrid Function 3,10,6,200000,2203.496448023492,3.496448023492121,False,139.09981727600098
adeo,8,F8: Hybrid Function 3,10,7,200000,2204.09962675111,4.099626751110009,False,142.43590021133423
adeo,8,F8: Hybrid Function 3,10,8,200000,2201.2117758467407,1.211775846740693,False,142.2009518146515
adeo,8,F8: Hybrid Function 3,10,9,200000,2205.213709781681,5.213709781681246,False,143.45165920257568
adeo,8,F8: Hybrid Function 3,10,10,200000,2205.9440132844675,5.944013284467474,False,144.99628734588623
adeo,8,F8: Hybrid Function 3,10,11,200000,2201.993936375688,1.9939363756880084,False,143.22962141036987
adeo,8,F8: Hybrid Function 3,10,12,200000,2203.0466776535663,3.0466776535663485,False,141.92383980751038
adeo,8,F8: Hybrid Function 3,10,13,200000,2204.423118188813,4.423118188813078,False,140.03404235839844
adeo,8,F8: Hybrid Function 3,10,14,200000,2202.426509274864,2.426509274863747,False,141.6650149822235
adeo,8,F8: Hybrid Function 3,10,15,200000,2204.9228139827046,4.922813982704611,False,143.09111642837524
adeo,8,F8: Hybrid Function 3,10,16,200000,2202.4895958616835,2.4895958616834832,False,142.3190894126892
adeo,8,F8: Hybrid Function 3,10,17,200000,2204.22337976008,4.223379760079752,False,142.84197092056274
adeo,8,F8: Hybrid Function 3,10,18,200000,2207.4169444754407,7.416944475440687,False,146.13640356063843
adeo,8,F8: Hybrid Function 3,10,19,200000,2203.831690327966,3.831690327966044,False,146.41220355033877
adeo,8,F8: Hybrid Function 3,10,20,200000,2207.4608683765505,7.460868376550479,False,142.54821038246155
adeo,8,F8: Hybrid Function 3,10,21,200000,2206.063052655936,6.063052655935735,False,146.9680323600769
adeo,8,F8: Hybrid Function 3,10,22,200000,2203.1260093101264,3.126009310126392,False,144.57653975486755
adeo,8,F8: Hybrid Function 3,10,23,200000,2205.453424973823,5.453424973823076,False,146.85039234161377
adeo,8,F8: Hybrid Function 3,10,24,200000,2204.246293014824,4.246293014824005,False,147.12876749038696
adeo,8,F8: Hybrid Function 3,10,25,200000,2201.005367181244,1.0053671812438552,False,144.60132789611816
adeo,8,F8: Hybrid Function 3,10,26,200000,2203.351830419762,3.351830419761882,False,145.02606344223022
adeo,8,F8: Hybrid Function 3,10,27,200000,2209.109509150247,9.10950915024705,False,143.70986223220825
adeo,8,F8: Hybrid Function 3,10,28,200000,2202.6102977054384,2.61029770543837,False,143.21168565750122
adeo,8,F8: Hybrid Function 3,10,29,200000,2202.3498744403364,2.349874440336407,False,143.85657668113708
